ATK Tahtitieteessa kurssin harjoitustyo:
Kirkkaimpien tahtien koordinaatit ja naennainen magnitudi
      RA (deg)     DEC (deg)     VMAG 
    301.896240    -55.016388     6.260
    301.359985    -12.665277     6.550
    300.368744     64.821114     5.270
    301.244171     23.210279     6.450
    301.150421     32.218613     5.640
    301.289581     19.991112     5.100
    301.360413     15.500278     6.340
    301.550842     -4.078333     6.470
    300.584595     64.634445     6.570
    301.290833     38.478333     6.190
    301.119995     48.229721     6.160
    300.704590     67.873611     4.510
    299.902496     76.481392     6.200
    301.277924     51.839443     6.140
    301.722504     23.614445     5.070
    301.590820     35.972500     5.360
    302.007507     -0.678333     5.990
    302.779999    -57.523888     6.370
    301.339569     56.341389     6.210
    301.959595      9.399722     6.430
    302.130402    -10.062778     6.180
    301.185822     63.890556     6.260
    302.027069     16.664165     6.420
    301.557495     53.165836     5.850
    306.226654    -83.310562     6.170
    301.922485     34.423058     6.110
    302.159576     10.725833     6.310
    301.386658     61.995556     5.390
    301.797913     50.229168     6.540
    302.799591    -36.101109     5.320
    301.222076     68.027229     6.280
    302.485840     20.915277     6.480
    303.099579    -42.780556     6.220
    303.612091    -63.415836     6.090
    302.356659     36.839722     4.930
    302.792084     -8.842222     6.490
    302.826263     -0.821389     3.230
    302.639587     26.904167     5.520
    302.991241    -12.392500     6.340
    302.764587     21.134722     6.220
    303.579163    -52.445557     5.650
    303.107910    -12.617500     5.850
    302.837921     21.875555     6.260
    303.146667      0.867500     6.270
    302.950012     26.808887     5.490
    303.002930     26.478889     5.920
    303.307922     -1.009444     5.470
    303.015839     47.736946     6.920
    303.822510    -27.032778     5.730
    303.419159     24.238890     6.560
    303.569153     15.197500     4.950
    303.960846    -30.005278     6.300
    303.132507     51.463612     6.010
    302.895416     62.078609     5.750
    304.098755    -36.454445     6.390
    304.110413    -35.197781     6.530
    303.325012     46.815834     4.830
    303.560425     28.694721     5.180
    304.762512    -63.231113     6.270
    303.428345     43.379166     6.140
    303.520844     36.605278     6.450
    303.407928     46.741390     3.790
    303.633331     36.806389     4.970
    303.589996     42.103611     6.710
    304.095001    -12.336945     6.320
    303.816254     25.591946     4.780
    303.349579     56.567776     4.300
    303.875824     23.508612     5.150
    303.365417     60.640556     5.790
    303.848755     33.729446     5.660
    303.942078     27.814165     4.520
    304.733337    -47.710835     6.310
    304.082092     21.598612     6.130
    304.412079    -12.508333     4.240
    304.505829    -21.809999     5.870
    304.824585    -47.580276     6.130
    302.222076     77.711388     4.390
    303.867920     47.714447     3.980
    304.014160     38.897781     6.270
    304.196259     24.671110     5.320
    304.513763    -12.544723     3.570
    303.930847     50.232777     6.310
    304.002502     45.579445     5.910
    304.117493     37.056389     6.480
    305.134583    -55.050831     6.270
    304.230408     40.364998     5.240
    304.381256     29.148056     6.220
    304.848328    -19.118610     5.280
    304.371246     42.721947     6.290
    304.446655     38.033054     4.810
    305.117096    -29.197222     6.300
    305.216248    -35.673611     6.460
    305.420837    -49.999443     6.270
    304.529175     40.732224     5.840
    304.930420     -1.078611     6.060
    304.619171     37.000000     5.580
    304.662903     34.982777     5.170
    304.871674     13.216944     6.210
    305.108765     -6.361667     6.630
    305.165833    -12.759167     4.760
    305.000824     13.548056     5.950
    305.194153    -14.785001     6.100
    305.252930    -14.781388     3.080
    304.706665     46.322777     6.450
    305.085419     14.569166     6.130
    305.614594    -42.049721     5.590
    305.089172     17.793055     5.800
    304.603333     55.397224     5.760
    304.951263     37.132500     6.570
    304.380402     66.853889     5.930
    305.063324     39.403336     6.230
    308.322906    -80.964996     5.770
    304.983765     46.837498     6.500
    305.971680    -42.422779     5.640
    305.753326     -9.654722     6.300
    305.514160     24.446110     5.540
    306.412079    -56.735001     1.940
    305.126678     53.596111     6.180
    304.902924     62.257500     5.720
    305.717926     14.551389     6.170
    305.794586      5.343056     5.310
    305.512512     41.131386     6.390
    305.557098     40.256668     2.200
    305.655823     31.264999     6.090
    305.522491     45.794998     5.580
    306.449585    -40.796387     6.090
    305.688751     41.026112     5.930
    306.361664    -28.663334     5.850
    305.731262     42.983334     6.200
    306.156250      1.068611     6.150
    305.024994     68.880280     5.550
    305.297485     63.980278     5.690
    305.965424     32.190002     4.430
    305.934998     37.476391     5.900
    306.720825    -37.403057     6.250
    306.427094     -2.800278     6.110
    306.433319     10.056389     6.330
    306.418762     21.409721     5.660
    309.577515    -81.288887     5.910
    306.505005     19.865000     6.410
    306.829987    -18.211668     5.250
    306.135010     53.551945     6.510
    306.596680     17.315556     6.220
    307.194580    -35.595833     6.100
    306.271240     59.599998     6.440
    307.181671    -15.741667     6.410
    307.031250      8.437500     6.250
    307.103760     -3.357778     6.130
    307.214996    -17.813610     4.780
    306.782074     34.328888     6.390
    307.070007      2.936944     6.210
    307.380402    -22.391666     6.160
    306.892914     38.440277     5.620
    306.597931     56.638889     6.360
    306.759583     49.383335     5.690
    307.468750    -18.586668     6.740
    307.474579    -18.583334     5.940
    307.412506     -2.885556     4.910
    307.736664    -29.112501     6.390
    307.337921     20.087778     6.550
    307.348755     30.368610     4.010
    307.334991     36.454723     5.880
    307.575012     10.895833     6.080
    307.767914    -15.056389     6.120
    308.965424    -69.611107     6.110
    307.742096     20.605833     6.180
    307.804169     11.260555     7.110
    307.499573     45.928612     6.410
    308.218323    -24.943888     6.360
    307.362915     56.068054     5.910
    307.514587     48.951668     4.950
    308.098755     -9.853333     5.650
    308.479584    -44.516109     5.110
    307.746674     36.935833     6.190
    308.894989    -60.581665     4.760
    307.992493     25.804443     6.340
    307.395416     62.994167     4.220
    307.828339     49.220280     5.440
    308.303345     11.303333     4.030
    308.731262    -38.089722     6.440
    307.837921     52.309723     6.180
    308.548737    -13.721110     6.130
    308.697510    -30.473612     6.400
    308.473328     10.059722     6.560
    308.487488     13.027222     5.380
    309.397095    -61.529999     4.880
    307.943756     56.779999     6.140
    308.217926     43.191669     6.600
    308.541656     20.985277     6.480
    310.512085    -76.180550     6.000
    310.432098    -75.350555     6.550
    308.884155    -16.525833     6.190
    308.475830     35.250832     4.610
    308.451660     41.772221     6.490
    307.502930     72.531670     6.270
    309.391663    -47.291389     3.110
    308.478760     46.693890     5.780
    308.827087     14.674167     4.680
    309.964172    -62.907780     6.220
    309.181671     -2.550000     4.890
    309.034576     25.882500     6.410
    310.010834    -60.548889     5.120
    308.709991     51.854164     6.110
    309.467072    -25.108889     6.360
    309.326263      0.096944     6.220
    307.876678     74.954720     5.200
    309.269592     26.461945     5.590
    310.487915    -66.760834     5.150
    309.387512     14.595278     3.630
    309.454590     11.377778     5.430
    309.584595     -1.105278     4.320
    309.382507     31.572500     6.320
    309.477509     18.269167     6.250
    309.385834     31.521944     6.490
    309.348328     38.328609     6.200
    309.818329    -14.954722     5.220
    309.804993     -2.412778     6.220
    309.630402     21.201113     4.820
    309.682922     13.315001     5.720
    310.082489    -33.431946     5.470
    309.632904     24.116112     5.040
    309.646240     23.680555     5.910
    309.782501     10.086111     5.050
    309.853760      0.486389     5.160
    310.048737    -23.773890     6.370
    309.770844     15.838056     5.970
    310.012512    -18.138611     5.100
    307.060822     81.422775     5.460
    310.149994    -26.645000     6.510
    309.794159     21.817223     6.080
    309.747925     30.334446     5.680
    310.135406    -16.124166     5.800
    309.909576     15.911944     3.770
    309.965820     11.249722     6.420
    307.364594     81.091393     5.960
    310.348755    -31.598333     5.760
    310.350403    -26.000000     6.280
    309.888763     40.579445     6.060
    309.846252     45.666946     6.580
    311.239594    -66.203049     3.420
    310.188324     19.935276     6.450
    310.720825    -39.558609     6.290
    309.750824     56.005001     6.480
    310.150848     29.805277     6.080
    310.317505     14.583055     5.990
    310.012909     43.458611     5.950
    311.009583    -51.921112     4.510
    310.260834     32.307220     5.510
    310.251678     39.082222     6.510
    310.492493     17.521389     6.220
    310.357910     45.280277     1.250
    310.074585     60.505280     6.010
    310.485413     41.716946     5.670
    310.592499     35.456112     6.660
    310.864594     15.074445     4.430
    310.552490     50.340000     5.390
    307.262909     83.625557     6.190
    311.304993    -27.247223     6.500
    310.850830     35.587776     6.470
    311.583740    -39.199169     5.500
    312.325409    -68.776390     5.410
    311.577515    -36.120277     6.490
    311.523743    -25.270834     4.140
    311.541656    -21.514166     5.930
    310.665405     60.601387     6.150
    311.218750     25.270555     4.910
    310.806244     57.114166     6.320
    311.367493     18.090279     6.380
    311.415405     30.719723     4.220
    312.121674    -43.988613     5.110
    311.091675     56.488056     5.780
    310.795837     66.657501     5.580
    311.765015     -2.486667     6.270
    311.661255     16.124445     5.140
    311.664581     16.124166     4.270
    311.552917     33.970280     2.460
    311.919159     -9.495833     3.770
    311.934174     -5.027778     4.420
    312.370819    -46.226944     4.890
    311.951263      6.008333     5.580
    311.949158      3.306667     6.400
    311.337921     57.579720     4.510
    311.795013     34.374165     4.920
    311.322510     61.838886     3.430
    311.660431     46.531666     6.300
    312.909576    -62.429169     6.280
    312.911652    -62.429169     6.590
    312.323334    -25.781389     5.860
    311.588348     52.995277     6.330
    311.852081     36.490833     4.530
    312.335419    -18.035833     6.210
    312.492096    -33.779720     4.900
    311.836670     45.579720     6.400
    311.137909     69.751945     6.410
    312.875427    -51.608334     5.050
    311.955414     47.831944     5.570
    312.696259    -32.054443     6.360
    312.752930    -37.913334     5.520
    311.970001     52.407223     6.270
    312.407501     12.545279     5.980
    312.451263      7.864167     6.330
    312.496246      5.544722     6.210
    312.674164    -12.545000     5.880
    312.234589     46.114166     4.840
    312.177917     51.910557     6.290
    312.994995    -33.177223     6.040
    312.955414    -26.919167     4.110
    312.654175     18.051388     6.520
    312.857086     -5.626389     5.990
    312.477905     46.661114     6.330
    312.520416     44.059444     5.040
    313.036255     -5.506945     5.550
    313.702515    -58.454166     3.650
    313.417511    -39.809998     5.350
    312.867493     28.250555     5.770
    313.255005    -23.783054     6.330
    313.163330     -8.983334     4.730
    313.354156    -30.718611     6.350
    313.645844    -50.727779     6.240
    312.322510     64.042221     6.450
    313.273346    -11.573611     6.380
    313.032074     27.096945     4.590
    313.001251     32.849167     6.440
    313.528320    -27.925554     6.410
    313.493347     -6.889722     6.440
    313.280823     29.649445     6.340
    313.699585    -17.923056     5.780
    313.311676     44.387222     4.780
    310.646667     82.531113     5.750
    313.327515     45.181946     5.450
    313.359985     42.410278     6.660
    313.474579     33.437778     5.470
    313.783752     -1.373333     6.550
    313.593323     28.521944     6.560
    313.640015     28.057499     5.010
    313.592926     40.703056     6.700
    313.919586      4.532777     6.050
    313.902924     13.721389     5.170
    313.910828     12.568611     5.580
    314.197083    -26.296389     5.700
    314.076263     -3.561389     6.570
    314.225006     -9.697500     5.510
    311.889160     80.552223     5.390
    314.294159      0.463611     6.050
    314.419159    -16.031666     5.870
    315.367096    -68.209717     6.370
    313.957489     47.417778     5.670
    316.179169    -77.023895     5.150
    314.053741     51.075001     6.630
    314.144592     44.925003     5.960
    314.674591    -14.482778     6.010
    314.106262     50.728611     5.810
    314.107910     49.195835     5.900
    315.089569    -51.265278     5.760
    314.293335     41.167225     3.940
    314.070831     56.887501     6.230
    314.607910     10.839167     5.480
    314.998749    -36.129719     6.110
    314.568329     22.325834     5.310
    314.900421    -19.035276     6.250
    314.768341      4.293611     5.230
    314.581238     44.471668     5.550
    314.628326     41.940277     6.160
    314.961670     16.824167     6.660
    315.016235      7.516389     5.990
    315.322906    -32.257778     4.670
    314.625427     50.462223     5.610
    315.140839     -4.730278     6.210
    315.552490    -43.001945     6.640
    313.684570     75.925552     6.050
    315.115417     19.329445     5.650
    315.438751    -26.881111     6.050
    315.613342    -38.530556     5.940
    314.956665     47.521111     4.740
    315.741669    -38.631664     5.300
    314.855835     59.438614     5.510
    315.792511    -27.731945     6.250
    315.303741     36.026112     5.970
    317.199585    -76.212494     6.580
    315.295410     46.155834     5.370
    315.748322     -0.924722     6.500
    316.309174    -54.727222     5.160
    315.762512      1.531944     6.250
    315.757507     14.730000     6.310
    316.019165     -5.823333     7.310
    316.019592     -5.823055     5.890
    316.101257    -19.855000     4.840
    317.342926    -73.173050     5.680
    315.600403     44.791111     6.190
    315.769989     38.657501     6.070
    315.702087     45.848888     6.480
    315.537903     56.669724     5.830
    316.144592      5.502778     5.610
    316.173737      2.941945     6.420
    316.189178      2.269722     6.330
    316.606262    -41.386112     5.530
    316.505005    -30.125000     5.680
    315.967072     41.628056     6.330
    315.858337     50.351944     6.370
    317.137085    -63.928890     5.760
    315.930420     46.861942     6.320
    316.486664    -17.232779     4.070
    316.602905    -32.341667     5.180
    316.361237      5.958333     5.940
    315.948334     53.286110     5.900
    316.232910     43.927780     3.720
    316.782074    -25.005833     4.500
    317.836243    -72.544167     6.200
    316.597931     26.924444     6.120
    316.935822    -17.455278     6.170
    316.626251     31.184721     5.820
    316.727509     38.745834     5.210
    316.730408     38.743332     6.030
    317.140015    -21.193611     5.300
    316.890015     15.658610     6.340
    316.650421     47.648335     4.550
    317.117493      6.989445     6.150
    317.387512    -20.556389     6.250
    318.335419    -70.126389     5.020
    317.398743    -11.371667     4.510
    317.162079     30.205833     5.590
    317.492920      2.943333     6.450
    317.695404     -9.353889     6.270
    317.585419     10.131667     4.690
    317.630005     10.048889     6.070
    316.597076     71.431938     5.870
    318.056671    -40.269444     5.830
    317.633331     22.454723     6.680
    317.922089    -14.472221     6.480
    317.494171     45.502499     6.630
    318.262909    -39.425278     5.260
    317.766235     36.299168     6.540
    317.565002     53.563332     5.730
    317.629181     47.691944     6.460
    318.328735    -36.423889     5.960
    317.370422     63.295555     6.540
    318.322083    -27.619444     5.420
    319.567078    -75.346672     6.630
    316.372070     78.126389     5.910
    317.383331     68.490273     7.330
    318.941254    -53.263054     5.750
    318.234161     30.226946     3.200
    318.369995     15.982499     6.270
    318.811249    -40.506390     6.210
    318.569580    -10.605278     6.770
    317.950836     59.986389     5.640
    318.359589     36.633614     6.050
    318.654175      0.092222     6.380
    318.777496    -17.345001     6.040
    318.620422     10.006945     4.490
    318.945007    -36.210835     6.120
    319.501251    -64.681664     6.310
    318.542908     29.901112     6.170
    318.907928    -20.651667     5.240
    318.937073    -15.171390     5.280
    323.017487    -84.810005     6.450
    318.697906     38.045555     3.720
    318.955841      5.247777     3.920
    319.165009     -1.607778     6.480
    318.427490     64.403893     6.390
    319.306244    -13.278889     6.400
    319.484589    -32.172501     4.710
    318.903320     47.973610     6.460
    319.488739    -17.985277     5.430
    319.123322     42.251389     6.430
    319.565430    -17.462223     7.050
    319.966675    -53.449722     4.390
    319.546265     -4.519444     5.820
    319.726654    -28.765556     6.400
    319.354156     39.394726     4.230
    319.346680     42.683334     6.190
    320.039581    -45.022221     6.000
    319.479584     34.896946     4.430
    319.258331     53.997501     6.130
    319.940826    -26.353056     6.560
    319.716675     11.203333     5.960
    319.309570     55.798054     5.980
    320.190002    -40.809723     4.820
    320.318329    -49.937778     6.380
    319.328339     58.611664     6.420
    319.613342     43.945835     5.000
    319.730408     41.040833     6.150
    321.069580    -69.734161     6.410
    319.842499     38.237499     5.830
    320.058319     22.026388     6.290
    321.325409    -71.799446     6.090
    320.267914     -4.560000     5.870
    319.869995     49.510277     5.760
    319.644989     62.585556     2.440
    320.269989      7.354445     5.820
    319.815826     58.623608     5.660
    320.268341     23.855833     5.570
    320.208740     32.452778     5.680
    320.561676    -16.834446     4.280
    318.925842     77.012222     5.950
    320.341675     32.612778     6.040
    320.255829     40.345554     6.400
    319.842499     64.871948     5.180
    320.752075    -22.668888     5.600
    320.521667     19.804443     4.080
    318.339569     81.230835     6.150
    320.734589     -9.319445     5.990
    323.476654    -82.683052     6.380
    321.086670    -46.614998     6.310
    320.723328      6.811111     5.160
    320.139587     60.756943     6.110
    321.103333    -41.006668     5.770
    321.610840    -65.366112     4.220
    320.674591     30.309721     6.050
    321.040009    -20.851944     5.410
    321.032928    -22.746944     6.380
    320.501678     49.388889     5.690
    320.695404     38.634167     6.630
    321.047913    -12.878056     5.490
    321.564178    -54.660557     6.120
    320.845825     37.406670     6.580
    320.994995     24.274166     5.710
    321.102509     10.174167     6.350
    321.215424     -3.398333     6.360
    320.951263     37.351387     6.470
    321.030823     25.312222     6.150
    321.304596     -9.748611     5.700
    322.187073    -69.505280     5.340
    321.096252     24.528889     6.320
    321.141663     26.174444     5.680
    321.320831     -3.556667     5.490
    321.595428    -37.829445     5.630
    323.335846    -80.039169     6.470
    321.756653    -42.547779     5.510
    321.464569      0.534444     6.460
    321.666656    -22.411388     3.740
    321.617096      1.103333     6.130
    321.231262     49.323334     6.580
    321.811676    -21.196110     5.780
    321.331665     46.714447     5.600
    321.445831     36.667500     5.940
    321.611237     19.375555     6.070
    322.251251    -53.705833     6.390
    322.057922    -11.568334     6.610
    322.180847    -21.807222     4.510
    322.265839    -31.238611     6.500
    321.839172     37.116665     5.310
    321.714996     48.834999     5.310
    321.917084     27.608612     5.410
    321.687500     52.898613     6.030
    322.103333      8.195556     6.400
    322.034576     32.225277     5.800
    322.249573     17.905832     6.440
    322.498322    -19.147778     6.570
    322.249573     22.179443     5.930
    321.855408     59.750000     6.100
    322.487091     23.638889     4.570
    322.219574     55.418613     6.120
    321.942078     66.809166     5.440
    322.362488     46.540554     5.240
    323.024597    -41.179169     5.290
    323.060822    -33.944725     5.970
    322.790009     12.137500     6.080
    322.889587     -5.571111     2.910
    323.323761    -52.737499     6.410
    324.734161    -79.442497     6.180
    323.138763    -24.590557     6.430
    323.347931    -44.848610     5.570
    322.584991     52.958057     6.020
    322.165009     70.560837     3.230
    321.207092     80.524727     5.970
    323.112915     23.394444     6.700
    323.570831    -42.925003     6.320
    322.864594     52.619999     6.160
    322.747070     60.459446     5.530
    323.720825    -29.696110     6.410
    323.712494    -20.084446     5.690
    323.235840     49.977779     5.750
    323.816254    -23.454168     6.400
    323.324585     45.854164     6.250
    324.512085    -64.824165     6.200
    323.641663     22.754723     6.470
    323.823334     -3.983056     5.770
    323.495422     45.591942     4.020
    324.045837    -26.171389     5.730
    325.368744    -77.389999     3.760
    323.694153     38.534164     4.900
    324.203735    -33.048054     6.110
    323.829163     28.197222     6.310
    323.862488     24.452223     6.110
    323.614594     51.698334     6.150
    324.269989    -19.466112     4.680
    324.057922     30.055555     6.360
    324.010010     45.374722     5.530
    324.390839     -0.390278     6.250
    324.437927     -7.854167     4.690
    324.432098      6.618333     6.180
    324.237488     40.413612     5.010
    324.439178     19.318611     5.450
    324.775421    -33.679169     6.280
    324.998749    -52.359165     6.210
    324.632904      5.771667     5.670
    325.140015    -55.737499     6.330
    324.366241     44.696667     6.200
    324.867096    -10.576944     6.080
    324.687500     25.498890     6.160
    324.411255     54.042221     6.150
    324.754578     20.265278     5.850
    324.888763      2.243611     5.100
    325.022919    -16.662222     3.680
    324.480011     62.081944     4.730
    327.726257    -82.719170     5.290
    324.739990     57.489166     5.620
    325.442078    -25.101944     6.490
    325.387085    -14.047501     5.180
    325.046265     43.273888     5.110
    325.503326    -23.262777     5.240
    326.369995    -71.008888     6.010
    325.542084      1.285278     5.670
    325.664581    -18.866388     4.730
    325.564575      5.680000     5.300
    325.180420     54.872219     6.200
    325.392914     40.805279     6.110
    325.637512     10.824722     6.090
    325.806244    -19.620834     6.220
    341.369171    -88.818329     6.570
    325.768341    -14.399722     5.880
    325.504578     35.510277     6.070
    325.535004     45.765835     6.170
    326.122925    -38.552498     6.300
    325.595428     41.077221     5.690
    325.523743     51.189724     4.670
    326.004181    -14.749445     5.990
    326.329163    -49.498611     6.450
    325.662079     49.600277     6.090
    326.236664    -33.025833     4.340
    325.776672     41.155003     5.490
    325.857086     38.283890     5.650
    326.046661      9.875000     2.390
    326.035828     28.742779     4.730
    326.034576     28.743055     6.080
    326.251251     -9.082500     5.090
    325.689178     59.271111     6.080
    326.127930     17.350000     4.340
    326.130402     14.771944     5.940
    326.161255     25.645000     4.130
    325.876678     58.779999     4.080
    325.480408     71.311394     4.560
    326.567902     -9.275833     6.000
    326.633759    -11.365833     5.580
    326.435425     35.857220     6.400
    326.518341     22.948889     5.290
    326.760010    -16.127222     2.870
    327.065826    -47.303612     5.580
    325.766663     72.320274     5.170
    326.600006     25.563334     6.280
    326.934174    -30.898333     5.010
    326.222076     62.460556     5.950
    326.808319      2.686111     5.640
    326.569153     43.060833     6.540
    326.769592     17.194166     6.210
    327.500427    -64.712494     5.620
    326.908752     -5.917222     6.170
    327.696259    -69.629448     5.530
    326.362091     61.120831     4.290
    326.698334     49.309444     4.230
    327.034576     36.580555     6.470
    327.421265    -12.723055     6.310
    327.122498     38.648613     6.120
    326.855408     60.692780     5.520
    327.554596    -16.844723     6.380
    327.362091     20.462502     6.290
    326.754181     70.150833     6.290
    327.461243     30.174166     5.040
    327.536255     17.285555     5.290
    327.417084     41.148891     6.480
    327.924164    -18.623056     6.160
    327.329163     61.272778     6.170
    327.892487     19.826668     5.770
    327.770416     39.536667     6.170
    328.075836     21.273056     6.890
    328.324158    -13.551667     5.080
    328.797913    -61.886391     5.900
    328.482086    -37.364998     3.010
    328.124573     28.793333     5.530
    328.399994    -10.311666     6.590
    328.265839     25.924999     5.080
    328.004181     55.796944     5.710
    328.405823     19.668333     5.680
    328.490845      6.864444     6.150
    328.543335     -4.276111     5.710
    327.905426     65.752777     6.370
    329.058319    -57.899445     6.190
    328.649597     -3.301111     6.200
    328.572510     19.718334     6.390
    328.981659    -30.606390     6.410
    329.095001    -37.253613     5.460
    329.259155    -37.746944     6.180
    329.479584    -54.992500     4.400
    329.625427    -59.012222     6.120
    330.467072    -77.662498     6.410
    328.721680     56.611389     5.800
    329.100006     21.239723     6.400
    329.234985     12.076388     5.540
    328.836243     61.541943     6.130
    328.879578     65.320831     5.860
    329.555420     -5.424722     6.330
    329.259155     48.668613     6.420
    329.682495    -21.182777     6.120
    329.824585    -38.395279     5.500
    330.765839    -76.118614     5.950
    330.100403    -55.882774     6.010
    329.729156     -4.373055     6.220
    329.162903     63.625553     4.910
    329.296265     66.156113     6.430
    330.032928      6.717500     6.000
    330.209167    -28.453611     5.420
    330.839996    -56.786110     4.690
    329.722504     62.698334     5.930
    329.845825     57.658337     6.590
    330.270844      0.605000     5.580
    330.111664     33.006111     6.460
    330.272491     13.119722     5.600
    330.288330      8.257222     5.650
    330.549591    -17.903610     6.280
    329.462494     74.996666     6.350
    330.610840    -16.964167     6.370
    330.505829     10.973888     6.370
    330.821655    -29.904167     7.100
    330.163757     62.488056     6.660
    329.812500     73.180000     5.030
    330.818329     -6.522500     5.540
    330.828735     -2.155278     4.690
    330.460846     52.882221     5.780
    330.829163     11.386389     5.800
    331.099579    -29.916666     6.470
    330.519165     58.000557     5.560
    330.736237     44.650002     5.600
    331.153320    -26.822500     5.960
    331.462097    -59.636112     5.620
    331.197510     -0.906667     5.300
    331.528748    -39.543331     4.460
    331.143341     32.941944     6.380
    331.420013      5.058611     4.840
    331.445831     -0.319722     2.960
    331.297485     26.673889     5.780
    330.970428     63.119720     5.290
    330.947510     64.627777     4.290
    331.609161    -13.869722     4.270
    331.394592     28.963890     5.700
    332.677094    -75.880554     6.550
    331.318329     46.744724     6.130
    331.460846     45.112221     6.440
    329.552917     82.869720     6.980
    331.508331     45.014446     5.140
    332.058319    -46.961113     1.740
    331.252075     62.785557     5.270
    331.463348     48.231667     6.270
    331.287079     62.279999     5.110
    331.551666     45.248611     6.190
    331.752930     25.345001     3.760
    332.095825    -32.988613     4.500
    332.980408    -76.116112     6.150
    332.108337    -34.043888     4.990
    331.556244     56.343056     6.390
    331.869171     19.475555     5.750
    331.875000     18.000555     6.350
    332.177917    -33.125553     6.370
    331.959595     21.702778     5.780
    332.245819    -18.519722     5.810
    332.491669    -48.107220     6.430
    332.071655     25.543612     6.110
    331.790009     58.840832     6.320
    331.856262     53.307220     6.140
    332.482086    -34.014721     5.370
    332.068756     49.796387     6.420
    332.500427    -28.292500     6.440
    332.536652    -32.548332     4.920
    332.170837     45.741943     6.110
    332.306671     33.172222     5.580
    332.549988      6.197778     3.530
    332.587921     -3.894166     6.270
    332.656250    -11.565001     5.460
    332.640839     -4.267222     6.010
    332.496674     33.178333     4.290
    332.579163     19.616945     6.180
    332.592499     14.630000     6.330
    332.760010    -21.232500     6.090
    332.655823     11.624445     5.780
    332.625824     20.978056     6.460
    332.714996     30.553055     6.320
    332.963745     16.040556     5.950
    333.107513    -14.193889     6.030
    332.791260     50.823334     5.400
    333.239594    -26.327778     6.170
    332.713745     58.201111     3.350
    333.033325     24.950001     5.920
    333.182495     -4.720833     6.390
    332.451660     72.341110     4.790
    332.877930     59.414448     5.040
    333.434998    -25.180832     5.580
    334.460419    -77.511665     5.510
    332.953339     56.839443     5.240
    332.563751     72.111107     6.370
    332.662079     70.132782     5.500
    333.199158     34.604721     5.330
    332.987091     59.084721     6.300
    333.660828    -41.381664     6.230
    333.578339    -27.766945     5.430
    333.007904     60.759445     5.350
    333.575012    -21.074167     5.320
    335.006256    -80.439720     5.100
    333.410828     28.608334     5.890
    333.092926     63.291389     5.790
    333.896240    -44.451946     6.100
    333.469574     39.715000     4.490
    333.903748    -41.346664     4.790
    333.455414     45.440834     5.530
    334.110840    -41.627499     5.100
    333.684998     42.953888     5.710
    333.456238     63.162502     6.110
    333.999176      8.549445     6.210
    334.155823    -25.898333     6.150
    333.220428     73.307228     6.080
    333.758331     57.043610     4.190
    334.140015     -1.596389     6.150
    334.200409    -12.831388     5.340
    334.249176    -23.139999     6.170
    333.992493     37.748890     4.130
    334.208344     -7.783333     4.160
    334.219177     -9.040001     5.790
    334.565002    -53.627777     5.370
    334.625427    -60.259724     2.860
    334.123749     27.804167     6.370
    334.277069     -5.387222     5.750
    337.905823    -85.967224     5.770
    334.110413     57.220280     5.880
    334.517914     -0.237778     6.390
    334.753326    -13.305000     5.950
    335.150848    -57.509998     6.340
    334.734161     37.769444     6.170
    334.552917     62.804443     5.750
    335.049591     -7.821111     5.370
    335.114990      5.789444     5.370
    335.232513      8.186666     6.170
    336.153320    -72.255554     5.290
    335.398346    -21.598333     5.130
    335.250427     26.935276     6.470
    335.414154     -1.387222     3.840
    335.165009     50.980835     6.420
    335.379578     12.205277     5.010
    335.682922    -45.947781     6.620
    335.330414     28.330557     4.810
    335.256653     46.536667     4.570
    335.783325    -45.928612     5.620
    334.584991     76.488052     6.660
    336.462494    -75.015556     6.040
    336.293762    -70.431664     5.780
    335.462097     42.078331     6.410
    335.878754    -24.762501     5.530
    335.883759     -7.194445     5.930
    336.234985    -57.797222     5.320
    335.915009     20.848333     6.040
    336.028748     -4.836945     5.780
    336.112915    -13.529444     5.760
    335.750824     57.284443     6.160
    335.975830     38.573608     6.220
    335.750824     62.420002     6.040
    335.890015     52.229168     4.430
    336.319153      1.377500     4.660
    336.833344    -64.966385     4.480
    336.129181     49.476391     4.570
    336.544586    -23.682499     6.290
    336.419586     18.444443     6.260
    336.642487    -16.741388     6.570
    336.643341    -16.742500     6.350
    333.294159     86.108055     5.270
    337.157074    -67.489166     5.550
    336.655823      4.393611     5.750
    336.690430     37.443890     6.460
    335.922089     78.243332     6.760
    336.964569      4.695556     4.790
    337.163330    -39.131943     5.470
    336.860413     39.809723     6.140
    336.746674     56.433334     6.570
    336.942505     31.840279     5.980
    337.317505    -43.495556     3.970
    336.503326     70.770836     5.470
    337.207092     -0.020278     4.590
    337.208740     -0.020000     4.420
    337.439575    -43.749443     4.110
    336.772095     65.132225     5.460
    337.283325      9.128889     5.580
    337.441681    -27.107224     5.950
    337.292511     26.763056     5.790
    337.506256    -12.915000     6.400
    337.491669      4.431666     5.480
    337.572510    -14.585833     6.370
    337.082092     64.085556     6.290
    337.432922     35.725555     6.560
    337.723755    -26.073612     6.430
    337.292908     58.415279     3.750
    337.382507     47.706944     4.360
    337.661652    -10.678056     4.820
    337.507507     32.572498     5.650
    337.527069     49.356110     6.400
    337.876251    -32.346111     4.290
    338.859985    -78.771667     6.150
